"","id","host_is_superhost","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","cleaning_fee","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","Num.Cultural.Spaces"
"1",241032,"f","West Queen Anne",47.6362890383572,-122.371025199978,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer}","$85.00","",207,95,10,10,10,9,10,4.07,1070
"2",953595,"t","West Queen Anne",47.6391231213625,-122.365666464396,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$150.00","$40.00",43,96,10,10,10,10,10,1.48,1151
"3",3308979,"f","West Queen Anne",47.6297241315774,-122.369483175618,"House","Entire home/apt",11,4.5,5,7,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$975.00","$300.00",20,97,10,10,10,10,10,1.15,1144
"4",7421966,"f","West Queen Anne",47.6384732017664,-122.36927912263,"Apartment","Entire home/apt",3,1,0,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","",0,NA,NA,NA,NA,NA,NA,NA,843
"5",278830,"f","West Queen Anne",47.6329184027672,-122.372470634022,"House","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$450.00","$125.00",38,92,9,10,10,9,9,0.89,587
"6",5956968,"f","West Queen Anne",47.6305254824019,-122.366174065189,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",Essentials,Shampoo}","$120.00","$40.00",17,95,10,10,10,10,10,2.45,707
"7",1909058,"t","West Queen Anne",47.6366054453201,-122.368519058449,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}","$80.00","",58,99,10,10,10,10,10,2.46,628
"8",856550,"t","West Queen Anne",47.6401605412147,-122.375855978858,"Cabin","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}","$60.00","$25.00",173,97,10,10,10,9,10,4.73,495
"9",4948745,"f","West Queen Anne",47.632410299829,-122.35721606914,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$90.00","",8,97,9,10,9,10,10,1.22,907
"10",2493658,"t","West Queen Anne",47.6374917202263,-122.366888590921,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$150.00","$40.00",32,97,10,10,10,10,9,1.55,643
"11",175576,"t","West Queen Anne",47.6354817084102,-122.358477761622,"House","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","$15.00",181,97,10,10,10,10,10,3.33,798
"12",4454295,"f","West Queen Anne",47.6372140751356,-122.360045761415,"House","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$99.00","$150.00",8,97,10,9,10,10,9,0.98,745
"13",3883392,"t","West Queen Anne",47.6355455115124,-122.373170751835,"Apartment","Entire home/apt",4,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$245.00","$95.00",13,98,10,10,10,10,10,0.92,562
"14",8889257,"f","West Queen Anne",47.6295068092343,-122.367629296742,"House","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$165.00","$85.00",3,100,10,9,9,10,10,3,696
"15",5680462,"f","West Queen Anne",47.6392026555151,-122.365862741543,"House","Entire home/apt",16,3.5,6,15,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$461.00","$300.00",18,98,10,10,10,10,10,2.65,623
"16",8988178,"f","West Queen Anne",47.6356497934386,-122.372892824809,"House","Entire home/apt",5,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$109.00","$89.00",1,80,10,8,8,8,8,0.73,566
"17",3245876,"f","West Queen Anne",47.6262003738171,-122.366601926176,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$66.00","$35.00",84,95,9,10,10,10,9,4.55,601
"18",4933447,"t","West Queen Anne",47.6406458757845,-122.372405888956,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$99.00","$15.00",45,98,10,10,10,10,10,4.58,248
"19",7735464,"f","West Queen Anne",47.6397758734108,-122.3722353588,"Apartment","Private room",2,2,1,1,"Futon","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$200.00","",0,NA,NA,NA,NA,NA,NA,NA,210
"20",6291829,"f","West Queen Anne",47.6360247765814,-122.358693595647,"House","Entire home/apt",10,3.5,5,5,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}","$700.00","$250.00",5,85,9,9,9,8,8,0.82,314
"21",9218403,"f","West Queen Anne",47.6279403381324,-122.364958722439,"Condominium","Entire home/apt",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$110.00","",1,100,10,10,10,10,10,1,339
"22",4125779,"f","West Queen Anne",47.6363742622388,-122.361033433241,"House","Private room",3,1.5,1,2,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}","$99.00","$15.00",11,84,9,9,9,10,8,0.71,289
"23",8942678,"f","West Queen Anne",47.6356322241799,-122.358880902621,"House","Entire home/apt",8,2,4,4,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}","$450.00","",1,100,10,10,10,10,10,0.86,313
"24",10106055,"f","West Queen Anne",47.6333939577778,-122.371919943723,"House","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$75.00","",0,NA,NA,NA,NA,NA,NA,NA,239
"25",6362362,"f","West Queen Anne",47.6385167121297,-122.369581032915,"House","Entire home/apt",5,2.5,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$600.00","$150.00",1,100,10,10,10,10,10,0.18,235
"26",3544550,"f","West Queen Anne",47.631397345183,-122.367766870679,"House","Entire home/apt",8,2.5,3,5,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$450.00","$200.00",8,100,10,9,10,10,10,1.3,257
"27",9025039,"f","West Queen Anne",47.6387522420126,-122.367972668855,"House","Entire home/apt",5,1,2,3,"Real Bed","{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}","$150.00","$35.00",0,NA,NA,NA,NA,NA,NA,NA,246
"28",3200646,"t","West Queen Anne",47.6392660202609,-122.374725811081,"Camper/RV","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}","$45.00","$25.00",80,95,10,10,10,9,9,4.38,199
"29",8859380,"f","West Queen Anne",47.6299071161114,-122.368948138249,"Apartment","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$300.00","$125.00",6,100,10,10,10,10,10,2.47,253
"30",4520099,"f","West Queen Anne",47.6398158682357,-122.374338463492,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$80.00","$65.00",4,85,9,7,10,9,9,0.33,199
"31",2481869,"t","West Queen Anne",47.6390077781894,-122.365320073002,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$175.00","$40.00",38,96,10,10,10,10,10,1.86,260
"32",1110749,"f","West Queen Anne",47.6350850449101,-122.364443473304,"House","Entire home/apt",6,1.5,3,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}","$325.00","$100.00",68,92,9,10,9,10,9,2.18,273
"33",5978498,"f","West Queen Anne",47.6406332345735,-122.372709393384,"House","Entire home/apt",4,3,3,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$175.00","$80.00",8,88,9,9,9,10,9,1.31,203
"34",5021081,"f","West Queen Anne",47.6381214869711,-122.375789972785,"House","Entire home/apt",7,3.5,4,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$222.00","$250.00",5,75,9,8,9,9,8,0.99,199
"35",1686930,"f","West Queen Anne",47.6298155334529,-122.36621233486,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$159.00","$99.00",62,97,10,10,10,10,9,2.27,284
"36",7680289,"f","West Queen Anne",47.6398101878738,-122.373800628769,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$125.00","$50.00",19,95,10,10,10,10,10,4.35,200
"37",7207641,"f","West Queen Anne",47.6355695247036,-122.361652594642,"House","Entire home/apt",8,3,3,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$348.00","$150.00",5,96,10,10,10,10,9,0.97,289
"38",5062445,"f","West Queen Anne",47.6349787304792,-122.358869412465,"House","Private room",1,1,1,1,"Futon","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}","$45.00","",7,97,8,10,10,10,10,0.9,319
"39",8925878,"f","West Queen Anne",47.6393621029809,-122.372402556545,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","$150.00","$50.00",2,100,10,10,10,10,10,0.83,211
"40",6389657,"t","West Queen Anne",47.6346162843086,-122.358022732554,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$80.00","$20.00",11,98,10,10,10,10,10,1.98,336
"41",4218733,"f","West Queen Anne",47.6380013774785,-122.361004816914,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$110.00","$40.00",71,90,8,10,10,10,9,4.7,290
"42",2715623,"f","West Queen Anne",47.631995850977,-122.371657665049,"House","Entire home/apt",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$148.00","$100.00",9,91,10,9,9,10,10,0.46,236
"43",1392332,"f","West Queen Anne",47.6386862433498,-122.370799868775,"House","Entire home/apt",4,1.5,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$350.00","$100.00",41,98,10,10,10,10,9,1.38,220
"44",7308567,"t","West Queen Anne",47.6336500437205,-122.360449693202,"Apartment","Entire home/apt",3,1.5,1,2,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$150.00","$50.00",18,98,10,10,10,10,10,3.35,323
"45",6575380,"f","West Queen Anne",47.6343001754605,-122.357059804446,"House","Private room",5,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$150.00","",9,100,10,9,9,10,10,1.99,346
"46",6004058,"f","West Queen Anne",47.6283438697481,-122.36640542138,"Apartment","Entire home/apt",2,1,0,1,"Futon","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","",20,92,9,9,9,9,9,2.29,308
"47",9550869,"f","West Queen Anne",47.6353939405941,-122.368991141107,"Bungalow","Entire home/apt",10,3,4,4,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers}","$349.00","$200.00",0,NA,NA,NA,NA,NA,NA,NA,256
"48",8515408,"f","West Queen Anne",47.6380351589372,-122.360910105636,"Bungalow","Entire home/apt",2,1,0,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$110.00","$50.00",3,100,10,10,10,10,10,1.06,292
"49",5383192,"f","West Queen Anne",47.6393315854895,-122.361599422695,"House","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$160.00","$55.00",1,100,10,10,10,10,10,0.16,282
"50",1112092,"f","West Queen Anne",47.6353080514554,-122.366531709012,"House","Entire home/apt",4,1,1,3,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating}","$130.00","$75.00",26,95,10,9,10,10,9,0.8,261
"51",7772661,"f","West Queen Anne",47.6373748841385,-122.369410924689,"House","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$99.00","$50.00",2,100,10,10,10,10,10,2,244
"52",9254900,"f","West Queen Anne",47.6382975670733,-122.373778710721,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{""Wireless Internet"",Kitchen,Washer,Dryer,Essentials}","$100.00","$40.00",0,NA,NA,NA,NA,NA,NA,NA,207
"53",7714294,"f","West Queen Anne",47.6317534388497,-122.371271730116,"Apartment","Entire home/apt",3,1,1,1,"Futon","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}","$137.00","$20.00",3,100,10,10,10,10,10,0.64,241
"54",10310373,"f","West Queen Anne",47.6385805607318,-122.375325740823,"Apartment","Private room",3,1,1,1,"Real Bed","{""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}","$20.00","",0,NA,NA,NA,NA,NA,NA,NA,200
"55",9368342,"f","West Queen Anne",47.6378837217449,-122.367371093778,"Townhouse","Entire home/apt",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$150.00","$50.00",0,NA,NA,NA,NA,NA,NA,NA,256
"56",6361863,"f","West Queen Anne",47.6375173454493,-122.360811674464,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$145.00","$30.00",44,94,10,10,10,10,9,5.64,295
"57",8105221,"f","West Queen Anne",47.6368741780214,-122.372271711912,"Townhouse","Private room",2,1,1,1,"Futon","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$80.00","",10,100,10,10,10,10,10,2.5,226
"58",3269390,"t","West Queen Anne",47.6325627426557,-122.367222846741,"House","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$95.00","$60.00",77,98,10,10,10,10,10,4.12,260
"59",4566393,"f","West Queen Anne",47.6353219221043,-122.366121148007,"House","Entire home/apt",4,2.5,3,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","$400.00","$120.00",0,NA,NA,NA,NA,NA,NA,NA,263
"60",9282409,"f","West Queen Anne",47.6326339093294,-122.369318447774,"House","Private room",2,2,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$85.00","",2,100,10,10,10,10,10,1.3,249
"61",8095168,"f","West Queen Anne",47.6326000381955,-122.369952434126,"Apartment","Private room",2,1,1,1,"Futon","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","$20.00",1,100,10,10,10,10,10,0.25,249
"62",2746782,"t","West Queen Anne",47.6410521505051,-122.375081733064,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials}","$90.00","$25.00",109,97,10,10,10,9,10,5.24,193
"63",6424982,"f","West Queen Anne",47.6314009458997,-122.367690133306,"House","Private room",2,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}","$80.00","",52,92,9,10,10,10,9,7.06,257
"64",762029,"t","West Queen Anne",47.6415249256098,-122.376150372451,"Camper/RV","Private room",2,1,1,2,"Real Bed","{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}","$60.00","$25.00",191,97,10,10,10,9,10,4.96,185
